"1","218545978","4/12/2017","tardy","False"
"2","217102995","3/27/2017","tardy","False"
"3","218545978","3/16/2017","tardy","False"
"4","232702704","4/11/2017","tardy","False"
"5","215738816","4/11/2017","tardy","False"
"6","216901678","4/11/2017","tardy","False"
"7","215455122","4/11/2017","tardy","False"
"8","220389456","4/11/2017","tardy","False"
"9","214888349","4/11/2017","tardy","False"
"10","221181480","4/11/2017","tardy","False"
"11","220012637","4/11/2017","tardy","False"
"12","226730190","3/16/2017","tardy","False"
"13","216046821","4/11/2017","tardy","False"
"14","212804280","4/11/2017","tardy","False"
"15","242036549","3/16/2017","tardy","False"
"16","220202287","3/27/2017","tardy","False"
"17","221013758","3/27/2017","tardy","False"
"18","226730190","3/21/2017","tardy","False"
"19","223198193","3/21/2017","tardy","False"
"20","218545978","3/22/2017","tardy","False"
"21","220012579","3/22/2017","tardy","False"
"22","218621787","3/24/2017","tardy","False"
"23","216901678","3/15/2017","tardy","False"
"24","211722079","3/15/2017","tardy","False"
"25","220703003","3/27/2017","tardy","False"
"28","220214647","3/21/2017","tardy","False"
"29","211722079","3/21/2017","tardy","False"
"30","220814677","3/21/2017","tardy","False"
"31","226857217","3/21/2017","tardy","False"
"32","237002209","3/21/2017","tardy","False"
"33","224358028","3/21/2017","tardy","False"
"34","242942639","3/21/2017","tardy","False"
"35","226777548","3/21/2017","tardy","False"
"36","207052606","3/22/2017","tardy","False"
"37","216487223","3/22/2017","tardy","False"
"38","227688280","3/22/2017","tardy","False"
"39","217197698","3/22/2017","tardy","False"
"40","214842387","3/7/2017","tardy","False"
"41","214481558","4/12/2017","tardy","False"
"42","215009176","3/10/2017","tardy","False"
"43","218545978","4/7/2017","tardy","False"
"44","223331547","3/7/2017","tardy","False"
"46","218696326","3/6/2017","tardy","False"
"47","218696326","3/1/2017","tardy","False"
"49","201706009","3/6/2017","tardy","False"
"50","218696326","2/27/2017","tardy","False"
"51","206213316","2/27/2017","tardy","False"
"52","201706009","2/27/2017","tardy","False"
"53","220389456","3/17/2017","tardy","False"
"54","236959441","3/17/2017","tardy","False"
"55","219935822","3/17/2017","tardy","False"
"56","221855265","3/17/2017","tardy","False"
"57","218545978","3/17/2017","tardy","False"
"58","220801286","3/17/2017","tardy","False"
"59","213026750","3/17/2017","tardy","False"
"60","216241711","4/7/2017","tardy","False"
"61","216328336","4/7/2017","tardy","False"
"62","218512499","3/22/2017","tardy","False"
"63","220389456","3/15/2017","tardy","False"
"64","217102995","3/15/2017","tardy","False"
"65","224458307","3/15/2017","tardy","False"
"66","215455122","3/15/2017","tardy","False"
"67","227688280","3/15/2017","tardy","False"
"68","220801286","3/15/2017","tardy","False"
"69","219441607","3/17/2017","tardy","False"
"70","223124025","3/16/2017","tardy","False"
"71","220879779","3/16/2017","tardy","False"
"72","217531037","3/17/2017","tardy","False"
"73","221373053","3/16/2017","tardy","False"
"74","222552374","3/16/2017","tardy","False"
"75","219714201","3/16/2017","tardy","False"
"76","215455122","3/16/2017","tardy","False"
"77","216403600","3/16/2017","tardy","False"
"78","211989876","3/16/2017","tardy","False"
"79","220012579","3/16/2017","tardy","False"
"80","221373046","3/16/2017","tardy","False"
"81","223269705","3/17/2017","tardy","False"
"82","218688414","4/3/2017","tardy","False"
"83","212804280","4/3/2017","tardy","False"
"84","242036549","3/17/2017","tardy","False"
"85","237002233","3/17/2017","tardy","False"
"86","222552374","3/17/2017","tardy","False"
"87","218923126","3/17/2017","tardy","False"
"88","216564161","3/17/2017","tardy","False"
"89","209097179","3/17/2017","tardy","False"
"90","217008168","4/11/2017","tardy","False"
"91","221038375","4/11/2017","tardy","False"
"92","217060938","4/11/2017","tardy","False"
"93","215238999","4/11/2017","tardy","False"
"94","220301287","4/11/2017","tardy","False"
"95","218512499","3/17/2017","tardy","False"
"96","217327329","3/17/2017","tardy","False"
"97","216564161","4/12/2017","tardy","False"
"98","223276627","4/12/2017","tardy","False"
"99","220879779","3/22/2017","tardy","False"
"100","236958724","3/21/2017","tardy","False"
"101","217197847","4/12/2017","tardy","False"
"102","219714201","4/12/2017","tardy","False"
"103","216487819","4/12/2017","tardy","False"
"104","227189917","4/12/2017","tardy","False"
"105","218512499","3/21/2017","tardy","False"
"106","218621787","3/21/2017","tardy","False"
"107","213403314","3/27/2017","tardy","False"
"108","222521007","3/27/2017","tardy","False"
"109","222028235","3/27/2017","tardy","False"
"110","220389456","3/27/2017","tardy","False"
"111","237002209","3/27/2017","tardy","False"
"112","217865765","3/27/2017","tardy","False"
"113","220012637","3/27/2017","tardy","False"
"114","212804280","3/27/2017","tardy","False"
"115","220879779","3/27/2017","tardy","False"
"116","218621787","3/27/2017","tardy","False"
"117","220314793","3/22/2017","tardy","False"
"118","224358028","3/22/2017","tardy","False"
"119","218509479","3/22/2017","tardy","False"
"120","220395701","3/22/2017","tardy","False"
"121","220814677","3/22/2017","tardy","False"
"122","215238999","3/22/2017","tardy","False"
"123","222028235","3/21/2017","tardy","False"
"124","221855265","3/22/2017","tardy","False"
"125","216402826","3/21/2017","tardy","False"
"126","220214738","3/21/2017","tardy","False"
