CardHolderID,Event_Date,Status
"218696326","3/7/2017","tardy"
"220012637","3/15/2017",tardy and Early departure
"220117584","3/16/2017","tardy"
"220126635","4/6/2017","Early departure"
"220377972","3/15/2017","Early departure"
"220982136","4/6/2017","Early departure"
"221373053","3/15/2017",tardy and Early departure
"221855265","3/15/2017",tardy and Early departure
"222467359","4/6/2017","Early departure"
"222537730","3/15/2017",tardy and Early departure
"222581233","3/15/2017","Early departure"
"223241829","3/15/2017",tardy and Early departure
"223276627","3/15/2017","Early departure"
"232981423","3/15/2017","Early departure"
