"14793","216885871","12/8/2016","In Attendance","216885871|12/8/2016"
"14794","216885871","12/9/2016","Unexcused Absence","216885871|12/9/2016"
"14795","216885871","12/12/2016","In Attendance","216885871|12/12/2016"
"14796","216885871","12/13/2016","In Attendance","216885871|12/13/2016"
"14797","216885871","12/14/2016","In Attendance","216885871|12/14/2016"
"14798","216885871","12/15/2016","In Attendance","216885871|12/15/2016"
"14799","216885871","12/16/2016","In Attendance","216885871|12/16/2016"
"14800","216885871","12/19/2016","In Attendance","216885871|12/19/2016"
"14801","216885871","12/20/2016","In Attendance","216885871|12/20/2016"
"14802","216885871","12/21/2016","In Attendance","216885871|12/21/2016"
"14803","216885871","12/22/2016","In Attendance","216885871|12/22/2016"
"14804","216885871","1/4/2017","In Attendance","216885871|1/4/2017"
"14805","216885871","1/5/2017","In Attendance","216885871|1/5/2017"
"14806","216885871","1/6/2017","In Attendance","216885871|1/6/2017"
"14807","216885871","1/9/2017","Unexcused Absence","216885871|1/9/2017"
"14808","216885871","1/10/2017","In Attendance","216885871|1/10/2017"
"14809","227189917","1/18/2017","Tardy","227189917|1/18/2017"
"14810","216885871","1/13/2017","In Attendance","216885871|1/13/2017"
"14811","216885871","1/17/2017","In Attendance","216885871|1/17/2017"
"14812","216885871","1/18/2017","In Attendance","216885871|1/18/2017"
"14813","231764408","1/18/2017","Tardy","231764408|1/18/2017"
"14814","216885871","1/20/2017","In Attendance","216885871|1/20/2017"
"14815","216885871","1/23/2017","In Attendance","216885871|1/23/2017"
"14816","232702704","1/18/2017","Tardy","232702704|1/18/2017"
"14817","216885871","1/25/2017","In Attendance","216885871|1/25/2017"
"14818","236959060","1/18/2017","Tardy","236959060|1/18/2017"
"14819","216885871","1/27/2017","In Attendance","216885871|1/27/2017"
"14820","216885871","1/30/2017","In Attendance","216885871|1/30/2017"
"14821","216885871","1/31/2017","In Attendance","216885871|1/31/2017"
"14822","237002233","1/18/2017","Tardy","237002233|1/18/2017"
"14823","216885871","2/2/2017","In Attendance","216885871|2/2/2017"
"14824","216885871","2/3/2017","Unexcused Absence","216885871|2/3/2017"
"14825","216885871","2/6/2017","In Attendance","216885871|2/6/2017"
"14826","216885871","2/7/2017","In Attendance","216885871|2/7/2017"
"14827","216885871","2/8/2017","In Attendance","216885871|2/8/2017"
"14828","216885871","2/10/2017","In Attendance","216885871|2/10/2017"
"14829","218621902","1/18/2017","Tardy","218621902|1/18/2017"
"14830","216885871","2/14/2017","In Attendance","216885871|2/14/2017"
"14831","216885871","2/15/2017","In Attendance","216885871|2/15/2017"
"14832","216885871","2/16/2017","In Attendance","216885871|2/16/2017"
"14833","220632111","1/18/2017","Tardy","220632111|1/18/2017"
"14834","216885871","2/28/2017","In Attendance","216885871|2/28/2017"
"14835","216885871","3/1/2017","In Attendance","216885871|3/1/2017"
"14836","216885871","3/2/2017","In Attendance","216885871|3/2/2017"
"14837","216885871","3/3/2017","In Attendance","216885871|3/3/2017"
"14838","216885871","3/6/2017","In Attendance","216885871|3/6/2017"
"14839","216885871","3/7/2017","In Attendance","216885871|3/7/2017"
"14840","216885871","3/8/2017","In Attendance","216885871|3/8/2017"
"14841","216885871","3/9/2017","In Attendance","216885871|3/9/2017"
"14842","216885871","3/10/2017","In Attendance","216885871|3/10/2017"
"14843","216885871","3/13/2017","In Attendance","216885871|3/13/2017"
"14844","216885871","3/15/2017","In Attendance","216885871|3/15/2017"
"14845","216885871","3/16/2017","In Attendance","216885871|3/16/2017"
"14846","223226077","1/18/2017","Tardy","223226077|1/18/2017"
"14848","207052606","1/19/2017","Tardy","207052606|1/19/2017"
"14849","216901348","3/22/2017","Unexcused Absence","216901348|3/22/2017"
"14850","209862077","1/19/2017","Tardy","209862077|1/19/2017"
"14851","216901348","3/24/2017","In Attendance","216901348|3/24/2017"
"14852","216901348","3/27/2017","Excused Absence","216901348|3/27/2017"
"14853","216901348","3/28/2017","Excused Absence","216901348|3/28/2017"
"14854","216901348","3/29/2017","In Attendance","216901348|3/29/2017"
"14855","209862085","1/19/2017","Tardy","209862085|1/19/2017"
"14856","216901348","3/31/2017","In Attendance","216901348|3/31/2017"
"14857","216901348","4/3/2017","In Attendance","216901348|4/3/2017"
"14858","216901348","4/4/2017","Excused Absence","216901348|4/4/2017"
"14859","209886068","1/19/2017","Tardy","209886068|1/19/2017"
"14860","216901348","4/6/2017","In Attendance","216901348|4/6/2017"
"14861","211989876","1/19/2017","Tardy","211989876|1/19/2017"
"14862","216901348","4/11/2017","Excused Absence","216901348|4/11/2017"
"14863","216901348","4/12/2017","Excused Absence","216901348|4/12/2017"
"14864","216901348","4/13/2017","Excused Absence","216901348|4/13/2017"
"14865","216901348","4/18/2017","Excused Absence","216901348|4/18/2017"
"14867","216901348","4/20/2017","In Attendance","216901348|4/20/2017"
"14868","216901348","4/21/2017","Excused Absence","216901348|4/21/2017"
"14869","216901348","4/24/2017","Excused Absence","216901348|4/24/2017"
"14870","213403314","1/19/2017","Tardy","213403314|1/19/2017"
"14871","216901348","4/26/2017","Excused Absence","216901348|4/26/2017"
"14872","216901348","4/27/2017","Excused Absence","216901348|4/27/2017"
"14873","216901348","4/28/2017","Excused Absence","216901348|4/28/2017"
"14874","216901348","5/1/2017","Excused Absence","216901348|5/1/2017"
"14875","214330821","1/19/2017","Tardy","214330821|1/19/2017"
"14876","214586885","1/19/2017","Tardy","214586885|1/19/2017"
"14877","214751406","1/19/2017","Tardy","214751406|1/19/2017"
"14879","216901348","5/8/2017","Excused Absence","216901348|5/8/2017"
"14880","216901348","5/9/2017","Excused Absence","216901348|5/9/2017"
"14881","216901348","5/10/2017","Excused Absence","216901348|5/10/2017"
"14882","216901348","5/11/2017","In Attendance","216901348|5/11/2017"
"14883","216901348","5/12/2017","Excused Absence","216901348|5/12/2017"
"14884","216901348","5/22/2017","Excused Absence","216901348|5/22/2017"
"14885","216901348","5/23/2017","Excused Absence","216901348|5/23/2017"
"14886","216901348","5/24/2017","Excused Absence","216901348|5/24/2017"
"14889","216901348","11/18/2016","In Attendance","216901348|11/18/2016"
"14892","216901348","1/5/2017","In Attendance","216901348|1/5/2017"
"14894","216901348","1/9/2017","In Attendance","216901348|1/9/2017"
"14895","216901348","1/10/2017","Excused Absence","216901348|1/10/2017"
"14896","216901348","1/11/2017","Excused Absence","216901348|1/11/2017"
"14897","216901348","1/12/2017","Unexcused Absence","216901348|1/12/2017"
"14899","216901348","1/17/2017","Unexcused Absence","216901348|1/17/2017"
"14900","216901348","1/18/2017","In Attendance","216901348|1/18/2017"
"14901","215455122","1/19/2017","Tardy","215455122|1/19/2017"
"14902","216901348","1/20/2017","In Attendance","216901348|1/20/2017"
"14904","216901348","1/24/2017","In Attendance","216901348|1/24/2017"
"14905","216901348","1/25/2017","In Attendance","216901348|1/25/2017"
"14907","216901348","1/27/2017","In Attendance","216901348|1/27/2017"
"14908","216046821","1/19/2017","Tardy","216046821|1/19/2017"
"14909","216901348","1/31/2017","In Attendance","216901348|1/31/2017"
"14910","216901348","2/1/2017","In Attendance","216901348|2/1/2017"
"14911","216901348","2/2/2017","In Attendance","216901348|2/2/2017"
"14912","216901348","2/3/2017","In Attendance","216901348|2/3/2017"
"14913","216061812","1/19/2017","Tardy","216061812|1/19/2017"
"14914","216901348","2/7/2017","In Attendance","216901348|2/7/2017"
"14915","216095224","1/19/2017","Tardy","216095224|1/19/2017"
"14916","216102640","1/19/2017","Tardy","216102640|1/19/2017"
"14917","216901348","2/13/2017","In Attendance","216901348|2/13/2017"
"14918","216901348","2/14/2017","Excused Absence","216901348|2/14/2017"
"14919","216901348","2/15/2017","In Attendance","216901348|2/15/2017"
"14920","216901348","2/16/2017","In Attendance","216901348|2/16/2017"
"14921","216901348","2/17/2017","In Attendance","216901348|2/17/2017"
"14922","216901348","2/28/2017","In Attendance","216901348|2/28/2017"
"14924","216328336","1/19/2017","Tardy","216328336|1/19/2017"
"14925","216901348","3/3/2017","In Attendance","216901348|3/3/2017"
"14926","216901348","3/6/2017","In Attendance","216901348|3/6/2017"
"14927","216901348","3/7/2017","In Attendance","216901348|3/7/2017"
"14928","216356352","1/19/2017","Tardy","216356352|1/19/2017"
"14929","216423962","1/19/2017","Tardy","216423962|1/19/2017"
"14930","216901348","3/10/2017","In Attendance","216901348|3/10/2017"
"14931","216453183","1/19/2017","Tardy","216453183|1/19/2017"
"14932","216901348","3/15/2017","Excused Absence","216901348|3/15/2017"
"14933","216901348","3/16/2017","In Attendance","216901348|3/16/2017"
"14934","216901348","3/17/2017","In Attendance","216901348|3/17/2017"
"14935","216901348","9/12/2016","In Attendance","216901348|9/12/2016"
"14936","216901348","9/13/2016","In Attendance","216901348|9/13/2016"
"14937","216901348","9/14/2016","In Attendance","216901348|9/14/2016"
"14938","216901348","9/15/2016","In Attendance","216901348|9/15/2016"
"14939","216901348","9/16/2016","In Attendance","216901348|9/16/2016"
"14940","216901348","9/19/2016","In Attendance","216901348|9/19/2016"
"14941","216901348","9/20/2016","In Attendance","216901348|9/20/2016"
"14942","216901348","9/21/2016","In Attendance","216901348|9/21/2016"
"14943","216901348","9/22/2016","In Attendance","216901348|9/22/2016"
"14944","216901348","9/23/2016","In Attendance","216901348|9/23/2016"
"14945","216901348","9/26/2016","In Attendance","216901348|9/26/2016"
"14946","216901348","9/27/2016","In Attendance","216901348|9/27/2016"
"14947","216901348","9/28/2016","In Attendance","216901348|9/28/2016"
"14948","216901348","9/29/2016","In Attendance","216901348|9/29/2016"
"14949","216901348","9/30/2016","In Attendance","216901348|9/30/2016"
"14950","216901348","10/3/2016","In Attendance","216901348|10/3/2016"
"14951","216901348","10/4/2016","In Attendance","216901348|10/4/2016"
"14952","216901348","10/5/2016","In Attendance","216901348|10/5/2016"
"14953","216901348","10/6/2016","In Attendance","216901348|10/6/2016"
"14954","216901348","10/7/2016","In Attendance","216901348|10/7/2016"
"14955","216901348","10/11/2016","In Attendance","216901348|10/11/2016"
"14956","216901348","10/12/2016","In Attendance","216901348|10/12/2016"
"14957","216901348","10/13/2016","In Attendance","216901348|10/13/2016"
"14958","216901348","10/14/2016","In Attendance","216901348|10/14/2016"
"14959","216453423","1/19/2017","Tardy","216453423|1/19/2017"
"14960","216901348","10/18/2016","In Attendance","216901348|10/18/2016"
"14961","216901348","10/19/2016","In Attendance","216901348|10/19/2016"
"14962","216901348","10/20/2016","In Attendance","216901348|10/20/2016"
"14963","216901348","10/21/2016","In Attendance","216901348|10/21/2016"
"14964","216901348","10/24/2016","In Attendance","216901348|10/24/2016"
"14965","216901348","10/25/2016","In Attendance","216901348|10/25/2016"
"14966","216901348","10/26/2016","In Attendance","216901348|10/26/2016"
"14967","216901348","10/27/2016","In Attendance","216901348|10/27/2016"
"14968","216901348","10/28/2016","In Attendance","216901348|10/28/2016"
"14969","216901348","10/31/2016","In Attendance","216901348|10/31/2016"
"14970","216901348","11/1/2016","In Attendance","216901348|11/1/2016"
"14971","216901348","11/2/2016","In Attendance","216901348|11/2/2016"
"14972","216901348","11/3/2016","In Attendance","216901348|11/3/2016"
"14973","216901348","11/4/2016","In Attendance","216901348|11/4/2016"
"14974","216901348","11/7/2016","In Attendance","216901348|11/7/2016"
"14975","216901348","11/8/2016","In Attendance","216901348|11/8/2016"
"14976","216901348","11/9/2016","In Attendance","216901348|11/9/2016"
"14977","216901348","11/10/2016","In Attendance","216901348|11/10/2016"
"14978","216901348","11/14/2016","In Attendance","216901348|11/14/2016"
"14979","216901348","11/15/2016","In Attendance","216901348|11/15/2016"
"14980","216901348","11/16/2016","In Attendance","216901348|11/16/2016"
"14981","216487447","1/19/2017","Tardy","216487447|1/19/2017"
"14983","216901348","11/29/2016","In Attendance","216901348|11/29/2016"
"14984","216901348","11/30/2016","In Attendance","216901348|11/30/2016"
"14985","216901348","12/1/2016","In Attendance","216901348|12/1/2016"
"14986","216901348","12/2/2016","In Attendance","216901348|12/2/2016"
"14987","216901348","12/5/2016","In Attendance","216901348|12/5/2016"
"14988","216901348","12/6/2016","In Attendance","216901348|12/6/2016"
"14989","216901348","12/7/2016","Excused Absence","216901348|12/7/2016"
"14990","216901348","12/8/2016","In Attendance","216901348|12/8/2016"
"14991","216901348","12/9/2016","In Attendance","216901348|12/9/2016"
"14992","216901348","12/12/2016","In Attendance","216901348|12/12/2016"
"14993","216901348","12/13/2016","In Attendance","216901348|12/13/2016"
"14994","216885871","1/19/2017","Tardy","216885871|1/19/2017"
"14995","216901348","12/15/2016","In Attendance","216901348|12/15/2016"
"14996","216901348","12/16/2016","In Attendance","216901348|12/16/2016"
"14997","216901348","12/19/2016","In Attendance","216901348|12/19/2016"
"14998","216901348","12/20/2016","In Attendance","216901348|12/20/2016"
"14999","216901348","12/21/2016","Unexcused Absence","216901348|12/21/2016"
"15000","216901348","12/22/2016","Excused Absence","216901348|12/22/2016"
"15001","216901348","1/4/2017","In Attendance","216901348|1/4/2017"
"15002","216901678","11/9/2016","In Attendance","216901678|11/9/2016"
"15003","216901678","11/10/2016","In Attendance","216901678|11/10/2016"
"15004","216901678","11/14/2016","In Attendance","216901678|11/14/2016"
"15005","216901348","1/19/2017","Tardy","216901348|1/19/2017"
"15006","216901678","11/16/2016","In Attendance","216901678|11/16/2016"
"15007","216901678","11/17/2016","In Attendance","216901678|11/17/2016"
"15008","216901678","11/18/2016","Excused Absence","216901678|11/18/2016"
"15009","216901678","11/28/2016","In Attendance","216901678|11/28/2016"
"15010","216901678","11/29/2016","In Attendance","216901678|11/29/2016"
"15011","217008168","1/19/2017","Tardy","217008168|1/19/2017"
"15012","216901678","12/1/2016","In Attendance","216901678|12/1/2016"
"15013","216901678","12/2/2016","In Attendance","216901678|12/2/2016"
"15014","216901678","12/5/2016","In Attendance","216901678|12/5/2016"
"15015","217060938","1/19/2017","Tardy","217060938|1/19/2017"
"15016","216901678","12/7/2016","In Attendance","216901678|12/7/2016"
"15017","216901678","12/8/2016","In Attendance","216901678|12/8/2016"
"15018","216901678","12/9/2016","In Attendance","216901678|12/9/2016"
"15019","216901678","12/12/2016","In Attendance","216901678|12/12/2016"
"15020","216901678","12/13/2016","In Attendance","216901678|12/13/2016"
"15021","216901678","12/14/2016","In Attendance","216901678|12/14/2016"
"15022","216901678","12/15/2016","In Attendance","216901678|12/15/2016"
"15023","216901678","12/16/2016","In Attendance","216901678|12/16/2016"
"15024","216901678","12/19/2016","In Attendance","216901678|12/19/2016"
"15025","216901678","12/20/2016","In Attendance","216901678|12/20/2016"
"15026","216901678","12/21/2016","Unexcused Absence","216901678|12/21/2016"
"15027","216901678","12/22/2016","Unexcused Absence","216901678|12/22/2016"
"15028","216901678","1/4/2017","In Attendance","216901678|1/4/2017"
"15029","217197847","1/19/2017","Tardy","217197847|1/19/2017"
"15030","217436815","1/19/2017","Tardy","217436815|1/19/2017"
"15031","217531037","1/19/2017","Tardy","217531037|1/19/2017"
"15032","218509479","1/19/2017","Tardy","218509479|1/19/2017"
"15033","216901678","3/27/2017","In Attendance","216901678|3/27/2017"
"15034","216901678","3/28/2017","In Attendance","216901678|3/28/2017"
"15035","216901678","3/29/2017","In Attendance","216901678|3/29/2017"
"15036","218512499","1/19/2017","Tardy","218512499|1/19/2017"
"15037","216901678","3/31/2017","Excused Absence","216901678|3/31/2017"
"15038","216901678","4/3/2017","In Attendance","216901678|4/3/2017"
"15039","216901678","4/4/2017","In Attendance","216901678|4/4/2017"
"15040","216901678","4/5/2017","In Attendance","216901678|4/5/2017"
"15041","218545978","1/19/2017","Tardy","218545978|1/19/2017"
"15042","216901678","4/7/2017","In Attendance","216901678|4/7/2017"
"15043","216901678","4/11/2017","In Attendance","216901678|4/11/2017"
"15044","216901678","4/12/2017","In Attendance","216901678|4/12/2017"
"15045","216901678","4/13/2017","Excused Absence","216901678|4/13/2017"
"15046","218621787","1/19/2017","Tardy","218621787|1/19/2017"
"15047","218696326","1/19/2017","Tardy","218696326|1/19/2017"
"15048","216901678","4/20/2017","In Attendance","216901678|4/20/2017"
"15049","216901678","4/21/2017","Excused Absence","216901678|4/21/2017"
"15050","218738615","1/19/2017","Tardy","218738615|1/19/2017"
"15052","216901678","4/25/2017","In Attendance","216901678|4/25/2017"
"15053","218924942","1/19/2017","Tardy","218924942|1/19/2017"
"15054","216901678","4/27/2017","In Attendance","216901678|4/27/2017"
"15055","216901678","4/28/2017","In Attendance","216901678|4/28/2017"
"15056","216901678","5/1/2017","In Attendance","216901678|5/1/2017"
"15057","216901678","5/3/2017","In Attendance","216901678|5/3/2017"
"15058","219327632","1/19/2017","Tardy","219327632|1/19/2017"
"15059","216901678","5/5/2017","In Attendance","216901678|5/5/2017"
"15060","216901678","5/8/2017","In Attendance","216901678|5/8/2017"
"15061","216901678","5/9/2017","In Attendance","216901678|5/9/2017"
"15062","219499043","1/19/2017","Tardy","219499043|1/19/2017"
"15063","216901678","5/11/2017","In Attendance","216901678|5/11/2017"
"15064","216901678","5/12/2017","In Attendance","216901678|5/12/2017"
"15065","216901678","5/22/2017","In Attendance","216901678|5/22/2017"
"15066","219592011","1/19/2017","Tardy","219592011|1/19/2017"
"15067","216901678","5/24/2017","In Attendance","216901678|5/24/2017"
"15068","216901678","1/5/2017","In Attendance","216901678|1/5/2017"
"15069","216901678","1/9/2017","In Attendance","216901678|1/9/2017"
"15070","216901678","1/10/2017","In Attendance","216901678|1/10/2017"
"15071","216901678","1/11/2017","In Attendance","216901678|1/11/2017"
"15072","216901678","1/12/2017","In Attendance","216901678|1/12/2017"
"15073","216901678","1/13/2017","In Attendance","216901678|1/13/2017"
"15074","216901678","1/17/2017","In Attendance","216901678|1/17/2017"
"15075","216901678","1/18/2017","In Attendance","216901678|1/18/2017"
"15076","216901678","1/19/2017","In Attendance","216901678|1/19/2017"
"15077","216901678","1/23/2017","In Attendance","216901678|1/23/2017"
"15078","216901678","1/24/2017","In Attendance","216901678|1/24/2017"
"15079","216901678","1/25/2017","In Attendance","216901678|1/25/2017"
"15081","216901678","1/27/2017","Excused Absence","216901678|1/27/2017"
"15082","219935822","1/19/2017","Tardy","219935822|1/19/2017"
"15083","216901678","1/31/2017","In Attendance","216901678|1/31/2017"
"15084","220012637","1/19/2017","Tardy","220012637|1/19/2017"
"15085","216901678","2/2/2017","In Attendance","216901678|2/2/2017"
"15086","216901678","2/3/2017","In Attendance","216901678|2/3/2017"
"15087","216901678","2/6/2017","In Attendance","216901678|2/6/2017"
"15088","216901678","2/7/2017","In Attendance","216901678|2/7/2017"
"15089","216901678","2/8/2017","In Attendance","216901678|2/8/2017"
"15090","216901678","2/10/2017","In Attendance","216901678|2/10/2017"
"15091","216901678","2/13/2017","In Attendance","216901678|2/13/2017"
"15092","216901678","2/14/2017","In Attendance","216901678|2/14/2017"
"15093","220149744","1/19/2017","Tardy","220149744|1/19/2017"
"15094","216901678","2/16/2017","In Attendance","216901678|2/16/2017"
"15095","216901678","2/17/2017","In Attendance","216901678|2/17/2017"
"15096","216901678","2/28/2017","In Attendance","216901678|2/28/2017"
"15098","220162432","1/19/2017","Tardy","220162432|1/19/2017"
"15099","216901678","3/3/2017","In Attendance","216901678|3/3/2017"
"15102","216901678","3/8/2017","In Attendance","216901678|3/8/2017"
"15103","216901678","3/9/2017","In Attendance","216901678|3/9/2017"
"15104","220181978","1/19/2017","Tardy","220181978|1/19/2017"
"15105","216901678","3/15/2017","Excused Absence","216901678|3/15/2017"
"15106","216901678","3/16/2017","In Attendance","216901678|3/16/2017"
"15107","220214738","1/19/2017","Tardy","220214738|1/19/2017"
"15112","217008168","3/21/2017","Unexcused Absence","217008168|3/21/2017"
"15113","217008168","3/22/2017","Unexcused Absence","217008168|3/22/2017"
"15114","217008168","3/23/2017","In Attendance","217008168|3/23/2017"
"15115","220315097","1/19/2017","Tardy","220315097|1/19/2017"
"15116","220328215","1/19/2017","Tardy","220328215|1/19/2017"
"15117","217008168","3/28/2017","In Attendance","217008168|3/28/2017"
"15118","217008168","3/29/2017","Excused Absence","217008168|3/29/2017"
"15119","217008168","3/30/2017","Excused Absence","217008168|3/30/2017"
"15120","220368674","1/19/2017","Tardy","220368674|1/19/2017"
"15121","220389456","1/19/2017","Tardy","220389456|1/19/2017"
"15122","220435614","1/19/2017","Tardy","220435614|1/19/2017"
"15123","220703003","1/19/2017","Tardy","220703003|1/19/2017"
"15124","217008168","4/6/2017","In Attendance","217008168|4/6/2017"
"15125","217008168","4/7/2017","In Attendance","217008168|4/7/2017"
"15126","220801286","1/19/2017","Tardy","220801286|1/19/2017"
"15127","220814677","1/19/2017","Tardy","220814677|1/19/2017"
"15128","217008168","4/13/2017","Excused Absence","217008168|4/13/2017"
"15129","220872287","1/19/2017","Tardy","220872287|1/19/2017"
"15130","220982136","1/19/2017","Tardy","220982136|1/19/2017"
"15131","217008168","4/20/2017","In Attendance","217008168|4/20/2017"
"15132","217008168","4/21/2017","In Attendance","217008168|4/21/2017"
"15133","217008168","4/24/2017","In Attendance","217008168|4/24/2017"
"15134","217008168","4/25/2017","In Attendance","217008168|4/25/2017"
"15135","217008168","4/26/2017","In Attendance","217008168|4/26/2017"
"15136","221038375","1/19/2017","Tardy","221038375|1/19/2017"
"15137","217008168","4/28/2017","Excused Absence","217008168|4/28/2017"
"15138","221125842","1/19/2017","Tardy","221125842|1/19/2017"
"15139","217008168","5/2/2017","In Attendance","217008168|5/2/2017"
"15140","217008168","5/3/2017","In Attendance","217008168|5/3/2017"
"15141","221142714","1/19/2017","Tardy","221142714|1/19/2017"
"15142","217008168","5/5/2017","In Attendance","217008168|5/5/2017"
"15143","217008168","5/8/2017","Excused Absence","217008168|5/8/2017"
"15144","221273410","1/19/2017","Tardy","221273410|1/19/2017"
"15145","221373046","1/19/2017","Tardy","221373046|1/19/2017"
"15146","221373053","1/19/2017","Tardy","221373053|1/19/2017"
"15148","217008168","5/22/2017","In Attendance","217008168|5/22/2017"
"15149","217008168","5/23/2017","In Attendance","217008168|5/23/2017"
"15150","217008168","5/24/2017","In Attendance","217008168|5/24/2017"
"15151","217008168","1/6/2017","Excused Absence","217008168|1/6/2017"
"15154","217008168","1/11/2017","Excused Absence","217008168|1/11/2017"
"15155","222028235","1/19/2017","Tardy","222028235|1/19/2017"
"15157","222059958","1/19/2017","Tardy","222059958|1/19/2017"
"15158","222581233","1/19/2017","Tardy","222581233|1/19/2017"
"15159","222642464","1/19/2017","Tardy","222642464|1/19/2017"
"15160","217008168","1/20/2017","Excused Absence","217008168|1/20/2017"
"15161","222656407","1/19/2017","Tardy","222656407|1/19/2017"
"15162","222692477","1/19/2017","Tardy","222692477|1/19/2017"
"15163","217008168","1/25/2017","Excused Absence","217008168|1/25/2017"
"15164","222700981","1/19/2017","Tardy","222700981|1/19/2017"
"15165","223124025","1/19/2017","Tardy","223124025|1/19/2017"
"15166","223323965","1/19/2017","Tardy","223323965|1/19/2017"
"15167","217008168","1/31/2017","Excused Absence","217008168|1/31/2017"
"15168","224819219","1/19/2017","Tardy","224819219|1/19/2017"
"15169","226672145","1/19/2017","Tardy","226672145|1/19/2017"
"15170","217008168","2/3/2017","Excused Absence","217008168|2/3/2017"
"15171","217008168","2/6/2017","In Attendance","217008168|2/6/2017"
"15172","226730190","1/19/2017","Tardy","226730190|1/19/2017"
"15173","217008168","2/8/2017","In Attendance","217008168|2/8/2017"
"15174","217008168","2/10/2017","Excused Absence","217008168|2/10/2017"
"15175","226777548","1/19/2017","Tardy","226777548|1/19/2017"
"15176","232702704","1/19/2017","Tardy","232702704|1/19/2017"
"15177","237002209","1/19/2017","Tardy","237002209|1/19/2017"
"15179","217008168","2/17/2017","Excused Absence","217008168|2/17/2017"
"15183","206213316","1/20/2017","Tardy","206213316|1/20/2017"
"15184","209097179","1/20/2017","Tardy","209097179|1/20/2017"
"15185","217008168","3/7/2017","Excused Absence","217008168|3/7/2017"
"15186","217008168","3/8/2017","In Attendance","217008168|3/8/2017"
"15187","209862077","1/20/2017","Tardy","209862077|1/20/2017"
"15188","217008168","3/10/2017","In Attendance","217008168|3/10/2017"
"15189","209862085","1/20/2017","Tardy","209862085|1/20/2017"
"15190","217008168","3/15/2017","Excused Absence","217008168|3/15/2017"
"15191","217008168","3/16/2017","Excused Absence","217008168|3/16/2017"
"15192","217008168","3/17/2017","Excused Absence","217008168|3/17/2017"
"15193","217008168","9/2/2016","In Attendance","217008168|9/2/2016"
"15194","217008168","9/12/2016","In Attendance","217008168|9/12/2016"
"15195","217008168","9/13/2016","In Attendance","217008168|9/13/2016"
"15196","217008168","9/14/2016","In Attendance","217008168|9/14/2016"
"15197","217008168","9/15/2016","In Attendance","217008168|9/15/2016"
"15198","217008168","9/16/2016","In Attendance","217008168|9/16/2016"
"15199","217008168","9/19/2016","Excused Absence","217008168|9/19/2016"
"15200","217008168","9/20/2016","In Attendance","217008168|9/20/2016"
"15201","217008168","9/21/2016","In Attendance","217008168|9/21/2016"
"15202","217008168","9/22/2016","In Attendance","217008168|9/22/2016"
"15203","217008168","9/23/2016","In Attendance","217008168|9/23/2016"
"15204","217008168","9/26/2016","In Attendance","217008168|9/26/2016"
"15205","217008168","9/27/2016","In Attendance","217008168|9/27/2016"
"15206","217008168","9/28/2016","In Attendance","217008168|9/28/2016"
"15207","217008168","9/29/2016","In Attendance","217008168|9/29/2016"
"15208","217008168","9/30/2016","In Attendance","217008168|9/30/2016"
"15209","217008168","10/3/2016","In Attendance","217008168|10/3/2016"
"15210","217008168","10/4/2016","In Attendance","217008168|10/4/2016"
"15211","217008168","10/5/2016","In Attendance","217008168|10/5/2016"
"15212","217008168","10/6/2016","Excused Absence","217008168|10/6/2016"
"15213","217008168","10/7/2016","In Attendance","217008168|10/7/2016"
"15214","217008168","10/11/2016","In Attendance","217008168|10/11/2016"
"15215","217008168","10/12/2016","In Attendance","217008168|10/12/2016"
"15216","217008168","10/13/2016","Excused Absence","217008168|10/13/2016"
"15217","217008168","10/14/2016","In Attendance","217008168|10/14/2016"
"15218","217008168","10/17/2016","In Attendance","217008168|10/17/2016"
"15219","217008168","10/18/2016","Excused Absence","217008168|10/18/2016"
"15220","217008168","10/19/2016","In Attendance","217008168|10/19/2016"
"15221","217008168","10/20/2016","Excused Absence","217008168|10/20/2016"
"15222","217008168","10/21/2016","In Attendance","217008168|10/21/2016"
"15223","217008168","10/24/2016","In Attendance","217008168|10/24/2016"
"15224","217008168","10/25/2016","In Attendance","217008168|10/25/2016"
"15225","217008168","10/26/2016","In Attendance","217008168|10/26/2016"
"15226","217008168","10/27/2016","Excused Absence","217008168|10/27/2016"
"15227","217008168","10/28/2016","In Attendance","217008168|10/28/2016"
"15228","217008168","10/31/2016","Unexcused Absence","217008168|10/31/2016"
"15229","217008168","11/1/2016","Excused Absence","217008168|11/1/2016"
"15230","217008168","11/2/2016","In Attendance","217008168|11/2/2016"
"15231","217008168","11/3/2016","Excused Absence","217008168|11/3/2016"
"15232","217008168","11/4/2016","Excused Absence","217008168|11/4/2016"
"15233","217008168","11/7/2016","Excused Absence","217008168|11/7/2016"
"15234","217008168","11/8/2016","Excused Absence","217008168|11/8/2016"
"15235","217008168","11/9/2016","Unexcused Absence","217008168|11/9/2016"
"15236","217008168","11/10/2016","In Attendance","217008168|11/10/2016"
"15237","217008168","11/14/2016","In Attendance","217008168|11/14/2016"
"15238","217008168","11/15/2016","Excused Absence","217008168|11/15/2016"
"15239","211722079","1/20/2017","Tardy","211722079|1/20/2017"
"15240","211989876","1/20/2017","Tardy","211989876|1/20/2017"
"15241","217008168","11/18/2016","In Attendance","217008168|11/18/2016"
"15242","217008168","11/28/2016","In Attendance","217008168|11/28/2016"
"15243","217008168","11/29/2016","Excused Absence","217008168|11/29/2016"
"15244","217008168","11/30/2016","In Attendance","217008168|11/30/2016"
"15245","217008168","12/1/2016","Excused Absence","217008168|12/1/2016"
